Date,Close,3_Day_Volatility,9_Day_Volatility,14_Day_Volatility,21_Day_Volatility,30_Day_Volatility,60_Day_Volatility,90_Day_Volatility,3_Day_Percent_Volatility,9_Day_Percent_Volatility,14_Day_Percent_Volatility,21_Day_Percent_Volatility,30_Day_Percent_Volatility,60_Day_Percent_Volatility,90_Day_Percent_Volatility
2010-05-13,120.55999755859375,31.690835544478524,26.193167254467,22.615284356686384,21.8981654719838,19.298941064210606,18.85889530063703,21.534654880811775,2.8680770621992058,4.105875438893234,4.421428127325275,5.243410744042273,5.523197922145414,7.632878928466986,10.674699787207343
2010-05-14,120.37000274658203,12.541031539587694,26.468665246231577,22.367488842665406,21.919886858332415,19.08753631920722,18.802948273487793,21.503613687645146,1.1367771793249275,4.155609737798082,4.379884987364445,5.256896356855703,5.471318071792288,7.622247309562883,10.6761376161379
2010-05-17,119.36000061035156,6.827526025775077,26.448525133643113,22.09402508847905,19.7106586530646,19.29818577210009,18.743686220636082,21.178436686697413,0.6241154144007082,4.1875849584830505,4.3629453987604245,4.767071892200015,5.578507578342784,7.662518706646516,10.603666764191757
2010-05-18,119.48999786376953,9.310190065038727,26.515321561386035,21.928682792208832,19.675626533634283,19.32062236960971,18.72133991554142,21.154769517786335,0.850133931714155,4.193593488906651,4.32558389323317,4.753422244018915,5.578917198378184,7.645057040716058,10.580293833614654
2010-05-19,116.62999725341797,23.67390262545939,24.762673441446534,25.3387216082697,22.22673290291906,20.51659401107753,19.061002859182683,21.202243382944758,2.2147257164702845,4.01243721084013,5.120804337862437,5.501419243294271,6.069534105917722,7.9746353934701135,10.864069480471391
2010-05-20,115.83999633789062,23.820690903278138,24.788965365699962,25.095058741802212,22.231743337706874,20.553463198636813,18.97233373310987,20.957328620879757,2.2436555063912667,4.044090351816641,5.106148357384123,5.5401862078535435,6.121908462953977,7.9916706057809375,10.811809191461737
2010-05-21,115.22000122070312,19.20542235557236,24.623646825127977,25.055333423297608,22.167925191024576,20.3639534225194,18.846378726016326,20.45397471704642,1.8186802218029814,4.038736155712059,5.12549788254422,5.554008609971191,6.098100486049772,7.9813323115250245,10.608911429183133
2010-05-24,116.83999633789062,21.504820660156454,19.695918236713656,26.025265807208857,22.65196236968518,21.029839867155655,19.23498924640505,20.83551291046553,2.0081892936695045,3.185705918392834,5.250097715181083,5.596592340687126,6.210188576539158,8.03296302511243,10.656967605821697
2010-05-25,117.36000061035156,18.005589961390285,19.45252172226273,26.189374600896222,22.661238331849354,21.105711301558003,19.33534650933105,20.928658680263222,1.6739697654203944,3.1323969338864646,5.25979444416574,5.574076339051025,6.20497801588425,8.0390959316666,10.657179396537439
2010-05-26,118.47000122070312,8.95618848259091,21.087962346799422,22.356863500799726,22.248237547701113,21.47878252083356,19.351345681956623,21.082753519956167,0.8248503988726821,3.363932005199301,4.448014862999447,5.421214571117627,6.255494184818842,7.970363580689119,10.635059471153875
2010-05-27,118.69000244140625,7.237950322772632,21.26305033177819,22.392849587952746,22.209786942986128,21.4742821316999,19.35784502394513,21.097382066562314,0.6653678560029063,3.3855747948049317,4.446916468118595,5.40181405611965,6.242590869438456,7.95826185121217,10.62271215322543
2010-05-28,118.87999725341797,8.378048850703513,20.786186363937702,22.17964931426333,22.227948927438177,19.903907555889518,19.282016736168686,20.567964699442896,0.768943550947986,3.3043574009215475,4.397538357111135,5.397591097446257,5.776834378358177,7.9144187307258855,10.339594722629935
2010-06-01,119.91000366210938,7.586458847376965,21.74750636153669,18.311895392147562,22.375437932346053,20.166441157325487,19.531813944745863,20.561709250208775,0.6903098129751393,3.427480831526494,3.599495458458803,5.386733683153865,5.802754596017032,7.948085260345057,10.247661747187061
2010-06-02,119.77999877929688,9.535961557096954,13.121309289638672,17.93645032389086,22.374788499426078,20.183196413277358,19.368665588994855,20.535242510549466,0.8686414399600486,2.0702073807778967,3.5295223976439702,5.392423733033712,5.813879138497765,7.890249772019066,10.245579227903143
2010-06-03,117.95999908447266,22.545178205754308,16.372342609090442,18.882856843576192,22.822695104796686,20.679022176279844,19.48885591514931,20.482032421944247,2.085351501033447,2.6229924949982246,3.7730858556285827,5.585236209162364,6.04861017102444,8.061705687051502,10.376700287396337
2010-06-04,119.19000244140625,24.345543759116847,16.377833810234534,20.010632160786916,23.365836262010184,20.99860841140658,19.561730776529945,20.779121000041336,2.2286404425464283,2.5967946968375633,3.957170178395906,5.659145725055299,6.078704657276867,8.0083455410616,10.418575126835728
2010-06-07,121.48999786376953,34.509613012226126,18.39828645019324,22.267094763176377,21.97388020815834,21.964150357305545,20.411423064060195,21.374531269506324,3.099273634374759,2.8619222836013685,4.320030175658595,5.221263427606077,6.237840138407647,8.19800378938852,10.514219990798624
2010-06-08,121.0,22.459243644378674,19.090549254468243,22.34449720614363,21.960358275527597,21.880952651996328,20.287366741801097,21.314013281013946,2.0252102332117494,2.981631978686688,4.352602065197803,5.23918130656053,6.239376789563394,8.18117466250303,10.52690845173599
2010-06-09,120.55999755859375,25.36729347609852,18.952852651746664,17.751063849986394,21.766367160626466,21.277288665841454,20.253877245929843,21.22267541612166,2.2957852419751,2.970929458196698,3.470442898635145,5.211852270219348,6.08938470546444,8.197478716846835,10.52005198143693
2010-06-10,118.97000122070312,10.29346143595808,21.017180532555518,18.71156307111224,19.40188459967832,21.574556213687057,19.872927802974893,20.718397917786778,0.9440268196741995,3.338550677742099,3.7071174801559352,4.7077764064362375,6.256979931244316,8.150790742889054,10.407338689092825
2010-06-11,120.01000213623047,20.990052995060942,21.873593488253782,18.720849519274118,19.76309275412337,21.903939896571586,20.011609274204655,20.920082580613563,1.9083430543249145,3.444480080177418,3.676815656755237,4.75386497729591,6.297456156767198,8.136543039281412,10.41758218685955
2010-06-14,119.5999984741211,20.902531965871123,21.238619638159925,17.870005277676135,19.542954002471074,21.713757552776876,19.93474872085257,20.843764808414264,1.9069007041708936,3.3559547581087585,3.521739708165172,4.717027549347577,6.264179114652516,8.133078168516953,10.41516067855336
2010-06-15,120.98999786376953,15.274744253903123,22.75559791836415,18.74395338776472,20.380236665091264,22.25617830843408,19.666144469429856,19.38595519327842,1.377478520470005,3.5543465274330277,3.6515350526899204,4.862606551157818,6.3468974313585615,7.931313398295419,9.575439571612508
2010-06-16,120.33000183105469,17.754766048505637,20.099062174622244,18.568151554558476,20.074866211115467,22.044377375242764,19.57138682964179,19.331207275057757,1.609909220386392,3.1566240036615,3.637127255196672,4.8160181312080885,6.3209778826226675,7.936390569314419,9.60076939937319
2010-06-17,121.9000015258789,19.854148988889367,20.908463305854173,19.78851006990858,21.02034272918289,22.693638462573574,20.003498678315193,19.65554597267539,1.7770838599484016,3.241450457714815,3.8262481500844676,4.977891870893655,6.423338032470992,8.007143385986488,9.636124111795684
2010-06-18,122.83000183105469,18.487131059309522,17.833568471110727,20.156526185093465,18.09303353460382,20.691111330623414,19.48594118793409,19.703419606841422,1.642197621159219,2.743814706739331,3.8678976737968025,4.252225688325037,5.812188838611438,7.740914737154986,9.586457080823315
2010-06-21,120.38999938964844,33.87396041439898,22.060931681228325,22.441649364374616,19.748156829805744,21.57915148067582,19.878077832858292,19.784896686838977,3.0699826451711276,3.463015391336974,4.393676807877369,4.735278561130903,6.184495934936575,8.056739640132859,9.821195561393324
2010-06-22,121.44999694824219,31.463188115546725,22.876994313187346,23.034354800646447,19.859801010784864,21.819102580222882,19.77692379582475,19.69327572608751,2.8266079469720924,3.559774111523389,4.470357867179222,4.72048651615672,6.198687362991996,7.945780922196351,9.690394051373016
2010-06-23,120.94999694824219,27.729572052648784,20.844632418238906,21.348548034040302,19.29312197050359,19.829573494486514,19.75128042446943,19.638953048183357,2.501483614367258,3.2569370425044992,4.160315134144925,4.604749666899606,5.656761500725293,7.968282965445245,9.703612704764433
2010-06-24,121.30000305175781,12.427995226165466,20.345012329738466,20.894601039146416,19.318375771434557,19.79395338480634,19.679662695941094,19.152110826061552,1.117893994182184,3.1696997815798467,4.060102696689862,4.597472865348974,5.630307160113848,7.916481359187042,9.435758537732372
2010-06-25,122.76000213623047,15.7203214461407,21.365743149378176,19.657737507335334,19.77397081726814,20.30509174936852,19.997159647138528,19.486452162775716,1.3972203161097896,3.2891380373811057,3.774334542287525,4.649929608842919,5.707007270974321,7.948529333173731,9.486300388594463
